ssc_code,"suburb","urban_area",postcode,"state","state_name","type","local_goverment_area","statistic_area",elevation,population,median_income,sqkm,lat,lng,"timezone"
40082,"Beatty","",5320,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",110,8,57200,163.589,-34.01905,139.44209,"Australia/Adelaide"
41254,"Rockleigh","",5254,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",188,251,21736,177.270,-35.00031,139.09994,"Australia/Adelaide"
41165,"Pompoota","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",57,64,26468,30.506,-34.99869,139.35916,"Australia/Adelaide"
40378,"Dutton East","",5356,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",179,17,38636,56.296,-34.34961,139.24061,"Australia/Adelaide"
40085,"Beaumonts","",5320,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",11,0,0,0.150,-34.04504,139.67875,"Australia/Adelaide"
40811,"Mannum","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",87,2644,24440,256.777,-34.85499,139.33099,"Australia/Adelaide"
41211,"Punyelroo","",5353,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",43,35,22984,7.592,-34.60611,139.59637,"Australia/Adelaide"
41617,"Wongulla","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",49,56,20176,21.182,-34.70410,139.56234,"Australia/Adelaide"
40742,"Langs Landing","",5353,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",26,5,0,0.446,-34.58519,139.59025,"Australia/Adelaide"
40824,"Marks Landing","Mid Murray",5354,"SA","South Australia","Urban locality","Mid Murray (District Council)","Rest of SA",9,9,27924,0.375,-34.57803,139.58830,"Australia/Adelaide"
41393,"Sunnydale","",5353,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",43,39,23660,49.914,-34.65577,139.60784,"Australia/Adelaide"
40156,"Brenda Park","",5320,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",9,4,22048,0.714,-34.07251,139.68425,"Australia/Adelaide"
41385,"Stuart","",5320,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",26,14,25324,261.018,-33.96670,139.77806,"Australia/Adelaide"
40232,"Caurnamont","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",66,45,18928,38.965,-34.86525,139.59797,"Australia/Adelaide"
41213,"Purnong","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",77,40,23816,71.981,-34.82506,139.61083,"Australia/Adelaide"
40947,"Mount Mary","",5374,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",99,28,19032,165.815,-34.10229,139.44222,"Australia/Adelaide"
41423,"Tepko","",5254,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",92,21,35100,18.843,-34.96351,139.20126,"Australia/Adelaide"
41082,"Palmer","",5237,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",169,202,26572,81.434,-34.87575,139.15715,"Australia/Adelaide"
40834,"Maude","",5320,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",107,0,0,297.504,-33.88661,139.44178,"Australia/Adelaide"
40317,"Cowirra","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",2,140,22724,21.715,-34.92070,139.31929,"Australia/Adelaide"
41500,"Wall Flat","",5254,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",61,62,38220,16.090,-34.98503,139.30548,"Australia/Adelaide"
40205,"Caloote","",5254,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",64,134,32552,42.294,-34.97417,139.23606,"Australia/Adelaide"
40209,"Cambrai","",5353,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",108,289,24232,264.803,-34.68402,139.31179,"Australia/Adelaide"
41119,"Pellaring Flat","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",5,3,0,0.320,-34.86210,139.38940,"Australia/Adelaide"
40730,"Lake Carlet","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",6,7,23400,0.247,-34.87358,139.53450,"Australia/Adelaide"
40838,"McBean Pound","",5357,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",9,12,23868,3.127,-34.28362,139.63190,"Australia/Adelaide"
40918,"Morphetts Flat","",5320,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",9,3,0,0.704,-34.05675,139.68016,"Australia/Adelaide"
41674,"Younghusband","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",107,215,23504,162.131,-34.91124,139.47103,"Australia/Adelaide"
41063,"Old Teal Flat","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",9,3,0,0.041,-34.87154,139.54246,"Australia/Adelaide"
40190,"Burdett","",5253,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",57,171,30212,223.537,-35.02984,139.39611,"Australia/Adelaide"
40868,"Milendella","",5237,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",150,60,34424,58.734,-34.80520,139.20957,"Australia/Adelaide"
40034,"Apamurra","",5237,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",147,8,22100,3.742,-34.86129,139.20539,"Australia/Adelaide"
40459,"Frayville","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",107,6,50024,24.177,-34.85170,139.24802,"Australia/Adelaide"
41210,"Punthari","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",89,41,29900,49.403,-34.81619,139.29599,"Australia/Adelaide"
41419,"Teal Flat","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",18,3,0,1.507,-34.89341,139.56597,"Australia/Adelaide"
41258,"Rocky Point","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",25,0,0,0.236,-34.85397,139.44276,"Australia/Adelaide"
41289,"Sanderston","",5237,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",255,91,24336,54.198,-34.72215,139.21273,"Australia/Adelaide"
41166,"Ponde","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",15,64,21164,23.186,-34.94933,139.31579,"Australia/Adelaide"
41675,"Younghusband Holdings","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",7,0,0,0.149,-34.87439,139.54932,"Australia/Adelaide"
40455,"Frahns","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",6,4,0,0.695,-34.88740,139.36287,"Australia/Adelaide"
41454,"Towitta","",5353,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",171,28,29900,29.280,-34.52077,139.24161,"Australia/Adelaide"
40028,"Angas Valley","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",86,47,26624,50.234,-34.74950,139.29504,"Australia/Adelaide"
40110,"Black Hill","",5353,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",84,44,18200,98.845,-34.68977,139.49559,"Australia/Adelaide"
40102,"Big Bend","",5354,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",9,4,27924,0.439,-34.63994,139.61673,"Australia/Adelaide"
41291,"Sandleton","",5356,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",75,27,18200,69.052,-34.43881,139.38462,"Australia/Adelaide"
40032,"Annadale","",5356,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",72,44,19916,46.771,-34.40842,139.38481,"Australia/Adelaide"
40381,"Eba","",5320,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",59,16,11700,152.381,-34.06517,139.57821,"Australia/Adelaide"
40133,"Bolto","Mid Murray",5238,"SA","South Australia","Urban locality","Mid Murray (District Council)","Rest of SA",6,15,24232,0.164,-34.91381,139.31716,"Australia/Adelaide"
41461,"Tungkillo","",5236,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",359,302,26728,129.858,-34.86615,139.06484,"Australia/Adelaide"
41616,"Wombats Rest","",5320,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",21,0,0,0.048,-34.11675,139.67091,"Australia/Adelaide"
40759,"Lindley","",5320,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",64,4,0,299.629,-33.88594,139.61383,"Australia/Adelaide"
41680,"Zadows Landing","",5254,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",10,25,23400,0.386,-34.96840,139.29582,"Australia/Adelaide"
40637,"Julanka Holdings","",5238,"SA","South Australia","Rural locality","Mid Murray (District Council)","Rest of SA",5,0,0,0.208,-34.87310,139.54539,"Australia/Adelaide"
40311,"Coromandel Valley","Mitcham",5051,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",206,4201,41340,4.324,-35.04550,138.62325,"Australia/Adelaide"
40385,"Eden Hills","Mitcham",5050,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",176,2981,36088,4.026,-35.02076,138.59299,"Australia/Adelaide"
40321,"Craigburn Farm","Mitcham",5051,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",217,2394,46176,3.715,-35.04140,138.60344,"Australia/Adelaide"
40569,"Hawthorndene","",5051,"SA","South Australia","Rural locality","Mitcham (City)","Greater Adelaide",286,3299,38844,5.470,-35.02632,138.63699,"Australia/Adelaide"
40091,"Bellevue Heights","Mitcham",5050,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",188,2622,33176,2.534,-35.02781,138.58303,"Australia/Adelaide"
40496,"Glenalta","Mitcham",5052,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",258,1959,41704,1.186,-35.01150,138.62866,"Australia/Adelaide"
40117,"Blackwood","Mitcham",5051,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",251,4181,38584,4.176,-35.02194,138.61063,"Australia/Adelaide"
40788,"Lynton","Mitcham",5062,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",144,216,43472,0.421,-34.99703,138.60683,"Australia/Adelaide"
41448,"Torrens Park","Mitcham",5062,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",107,2596,43264,1.531,-34.98583,138.61314,"Australia/Adelaide"
40170,"Brown Hill Creek","",5062,"SA","South Australia","Rural locality","Mitcham (City)","Greater Adelaide",221,50,27924,6.945,-34.98402,138.64956,"Australia/Adelaide"
40884,"Mitcham","Mitcham",5062,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",125,1820,40196,1.779,-34.98309,138.62182,"Australia/Adelaide"
40568,"Hawthorn","Mitcham",5062,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",65,2167,41236,1.064,-34.97108,138.60336,"Australia/Adelaide"
41481,"Urrbrae","Mitcham",5064,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",146,966,40716,1.739,-34.96866,138.63863,"Australia/Adelaide"
41350,"Springfield","Mitcham",5062,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",167,527,63180,0.884,-34.97891,138.63338,"Australia/Adelaide"
41012,"Netherby","Mitcham",5062,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",98,1433,46800,1.222,-34.97081,138.62693,"Australia/Adelaide"
40781,"Lower Mitcham","Mitcham",5062,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",71,2153,40300,0.879,-34.98163,138.60580,"Australia/Adelaide"
40696,"Kingswood","Mitcham",5062,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",76,2312,39936,1.018,-34.97118,138.61353,"Australia/Adelaide"
40256,"Clapham","Mitcham",5062,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",93,1644,39156,0.765,-34.99143,138.60571,"Australia/Adelaide"
40285,"Colonel Light Gardens","Mitcham",5041,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",54,3349,46072,1.548,-34.98373,138.59219,"Australia/Adelaide"
41107,"Pasadena","Mitcham",5042,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",75,2993,29588,2.169,-35.00320,138.58818,"Australia/Adelaide"
41084,"Panorama","Mitcham",5041,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",106,2308,33332,1.742,-35.00162,138.59808,"Australia/Adelaide"
41559,"Westbourne Park","Mitcham",5041,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",55,2563,38168,0.889,-34.97161,138.59530,"Australia/Adelaide"
41360,"St Marys","Mitcham",5042,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",54,2759,29120,1.832,-35.00371,138.58018,"Australia/Adelaide"
40332,"Cumberland Park","Mitcham",5041,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",44,2498,40248,0.998,-34.97203,138.58671,"Australia/Adelaide"
40351,"Daw Park","Mitcham",5041,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",48,2672,34476,1.034,-34.98482,138.58764,"Australia/Adelaide"
40848,"Melrose Park","Mitcham",5039,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",38,2211,33696,1.317,-34.98526,138.57874,"Australia/Adelaide"
40258,"Clarence Gardens","Mitcham",5039,"SA","South Australia","Major Urban locality","Mitcham (City)","Greater Adelaide",38,2305,38480,0.975,-34.97247,138.57778,"Australia/Adelaide"
41453,"Totness","Mount Barker",5250,"SA","South Australia","Urban locality","Mount Barker (District Council)","Greater Adelaide",431,93,40664,3.511,-35.04421,138.84187,"Australia/Adelaide"
40923,"Mount Barker","Mount Barker",5251,"SA","South Australia","Urban locality","Mount Barker (District Council)","Greater Adelaide",329,13842,33384,37.900,-35.08176,138.86599,"Australia/Adelaide"
40996,"Nairne","Mount Barker",5252,"SA","South Australia","Urban locality","Mount Barker (District Council)","Greater Adelaide",379,5042,36504,24.856,-35.03367,138.90918,"Australia/Adelaide"
40542,"Hahndorf","Mount Barker",5245,"SA","South Australia","Urban locality","Mount Barker (District Council)","Greater Adelaide",339,2670,33176,21.614,-35.03285,138.81193,"Australia/Adelaide"
40763,"Littlehampton","Mount Barker",5250,"SA","South Australia","Urban locality","Mount Barker (District Council)","Greater Adelaide",364,3044,38428,7.925,-35.04181,138.86536,"Australia/Adelaide"
40120,"Blakiston","Mount Barker",5250,"SA","South Australia","Urban locality","Mount Barker (District Council)","Greater Adelaide",397,381,43108,3.763,-35.03464,138.88264,"Australia/Adelaide"
40174,"Brukunga","",5252,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",379,433,34216,26.401,-35.00969,138.95136,"Australia/Adelaide"
40925,"Mount Barker Springs","",5251,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",268,163,46800,8.633,-35.09029,138.92043,"Australia/Adelaide"
40181,"Bugle Ranges","",5251,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",356,242,38220,23.143,-35.13576,138.87343,"Australia/Adelaide"
40561,"Harrogate","",5244,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",369,408,37700,75.078,-34.97243,138.98942,"Australia/Adelaide"
41356,"St Ives","",5252,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",166,30,19448,9.446,-35.11218,138.97789,"Australia/Adelaide"
40654,"Kanmantoo","",5252,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",219,720,40664,44.923,-35.06596,139.00104,"Australia/Adelaide"
40103,"Biggs Flat","",5153,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",343,83,46280,4.796,-35.07203,138.78221,"Australia/Adelaide"
40384,"Echunga","Mount Barker",5153,"SA","South Australia","Urban locality","Mount Barker (District Council)","Greater Adelaide",402,1109,38688,28.585,-35.09594,138.80339,"Australia/Adelaide"
40926,"Mount Barker Summit","",5251,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",464,102,29484,8.363,-35.07037,138.92161,"Australia/Adelaide"
40352,"Dawesley","",5252,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",291,259,39208,7.101,-35.04335,138.95379,"Australia/Adelaide"
41135,"Petwood","",5254,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",210,68,35724,17.462,-35.08640,138.96568,"Australia/Adelaide"
41077,"Paechtown","",5245,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",404,212,39832,5.821,-35.05170,138.81784,"Australia/Adelaide"
40844,"Meadows","",5201,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",329,1369,36504,42.418,-35.17307,138.75484,"Australia/Adelaide"
40526,"Green Hills Range","",5153,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",429,65,39104,7.690,-35.16637,138.79971,"Australia/Adelaide"
40719,"Kuitpo","",5201,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",336,196,33488,50.599,-35.21571,138.67833,"Australia/Adelaide"
40650,"Kangarilla","",5157,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",229,896,35412,51.300,-35.15465,138.67094,"Australia/Adelaide"
40924,"Mount Barker Junction","",5251,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",403,4,39624,1.005,-35.02443,138.86874,"Australia/Adelaide"
41612,"Wistow","",5251,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",319,274,37700,23.325,-35.12227,138.90663,"Australia/Adelaide"
40203,"Callington","Mount Barker",5254,"SA","South Australia","Urban locality","Mount Barker (District Council)","Greater Adelaide",95,611,30680,44.696,-35.11271,139.03536,"Australia/Adelaide"
40242,"Chapel Hill","",5153,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",359,109,28600,6.735,-35.08418,138.76760,"Australia/Adelaide"
40571,"Hay Valley","",5252,"SA","South Australia","Rural locality","Mount Barker (District Council)","Greater Adelaide",411,25,54184,2.664,-35.00380,138.90227,"Australia/Adelaide"
40940,"Mount Gambier","Mount Gambier",5290,"SA","South Australia","Urban locality","Mount Gambier (City)","Rest of SA",54,25512,30316,26.797,-37.82633,140.78064,"Australia/Adelaide"
41606,"Wirrabara","",5481,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",435,403,22672,224.647,-33.03796,138.22443,"Australia/Adelaide"
41182,"Port Germein","",5495,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",23,369,21840,103.098,-33.00548,138.02841,"Australia/Adelaide"
40138,"Booleroo Centre","",5482,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",387,516,30212,440.763,-32.83681,138.34095,"Australia/Adelaide"
40484,"Germein Bay","",5495,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",4,9,38948,27.307,-33.12894,138.05095,"Australia/Adelaide"
40847,"Melrose","",5483,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",438,347,31668,328.655,-32.80622,138.18240,"Australia/Adelaide"
41604,"Winninowie","",5700,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",39,3,0,115.566,-32.61949,137.90430,"Australia/Adelaide"
41007,"Nectar Brook","",5495,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",203,23,46124,145.156,-32.70906,137.99262,"Australia/Adelaide"
41420,"Telowie","",5540,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",133,95,31148,99.885,-33.03615,138.10295,"Australia/Adelaide"
40806,"Mambray Creek","",5495,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",52,20,44148,73.891,-32.79184,137.96990,"Australia/Adelaide"
40075,"Baroota","",5495,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",60,57,38428,198.831,-32.89305,138.02222,"Australia/Adelaide"
40914,"Morchard","",5431,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",417,20,37700,83.521,-32.70491,138.47522,"Australia/Adelaide"
41639,"Woolundunga","",5701,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",164,8,24648,118.764,-32.57790,137.96438,"Australia/Adelaide"
41378,"Stone Hut","",5480,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",288,24,35724,25.667,-33.10830,138.28805,"Australia/Adelaide"
40068,"Bangor","",5481,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",382,45,27924,61.749,-32.94939,138.14926,"Australia/Adelaide"
40036,"Appila","",5480,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",336,83,23400,120.155,-33.04601,138.37111,"Australia/Adelaide"
41544,"Weeroona Island","",5495,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",33,110,24180,0.677,-33.10278,138.02981,"Australia/Adelaide"
40020,"Amyton","",5431,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",325,5,46800,75.900,-32.60731,138.34663,"Australia/Adelaide"
40300,"Coomooroo","",5431,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",476,17,27924,172.219,-32.66478,138.50142,"Australia/Adelaide"
41618,"Wongyarra","",5481,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",400,57,23036,39.882,-32.97568,138.21544,"Australia/Adelaide"
40983,"Murray Town","",5481,"SA","South Australia","Rural locality","Mount Remarkable (District Council)","Rest of SA",377,64,23400,26.171,-32.92334,138.25104,"Australia/Adelaide"
40979,"Murray Bridge","Murray Bridge",5253,"SA","South Australia","Urban locality","Murray Bridge (Rural City)","Rest of SA",45,14560,25844,26.113,-35.12941,139.26648,"Australia/Adelaide"
41248,"Riverglades","Murray Bridge",5253,"SA","South Australia","Urban locality","Murray Bridge (Rural City)","Rest of SA",15,820,34372,2.493,-35.09986,139.30092,"Australia/Adelaide"
40980,"Murray Bridge East","Murray Bridge",5253,"SA","South Australia","Urban locality","Murray Bridge (Rural City)","Rest of SA",41,1111,30316,12.870,-35.11780,139.31140,"Australia/Adelaide"
40054,"Avoca Dell","Murray Bridge",5253,"SA","South Australia","Urban locality","Murray Bridge (Rural City)","Rest of SA",32,143,34372,0.720,-35.09129,139.31200,"Australia/Adelaide"
41563,"White Hill","",5254,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",123,99,31616,7.020,-35.13839,139.21037,"Australia/Adelaide"
40895,"Monarto","",5254,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",144,209,28964,63.397,-35.08282,139.11977,"Australia/Adelaide"
41565,"White Sands","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",27,156,37700,8.865,-35.19657,139.32071,"Australia/Adelaide"
40978,"Murrawong","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",27,22,18564,2.058,-35.05572,139.33021,"Australia/Adelaide"
41081,"Pallamana","",5254,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",61,81,29900,76.033,-35.04618,139.21650,"Australia/Adelaide"
41256,"Rocky Gully","",5254,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",83,117,32552,23.882,-35.11038,139.21117,"Australia/Adelaide"
40486,"Gifford Hill","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",111,39,29900,22.241,-35.16282,139.22586,"Australia/Adelaide"
41040,"Northern Heights","Murray Bridge",5253,"SA","South Australia","Urban locality","Murray Bridge (Rural City)","Rest of SA",28,269,28392,1.840,-35.10241,139.25839,"Australia/Adelaide"
40769,"Long Flat","Murray Bridge",5253,"SA","South Australia","Urban locality","Murray Bridge (Rural City)","Rest of SA",5,83,36140,5.324,-35.13146,139.30547,"Australia/Adelaide"
41444,"Toora","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",43,35,37700,7.917,-35.07334,139.29809,"Australia/Adelaide"
40982,"Murray Bridge South","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",29,194,29276,11.090,-35.16563,139.27430,"Australia/Adelaide"
41547,"Wellington","",5259,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",1,205,28028,100.227,-35.35043,139.32527,"Australia/Adelaide"
40961,"Mulgundawa","",5255,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",3,52,39988,31.655,-35.31081,139.20684,"Australia/Adelaide"
40412,"Ettrick","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",102,60,24960,175.108,-35.02827,139.54390,"Australia/Adelaide"
40243,"Chapman Bore","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",102,25,37700,111.046,-35.11439,139.54258,"Australia/Adelaide"
41005,"Naturi","",5259,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",67,25,21632,102.042,-35.20613,139.56247,"Australia/Adelaide"
40896,"Monarto South","",5254,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",97,159,31148,127.419,-35.18227,139.13015,"Australia/Adelaide"
40987,"Mypolonga","",5254,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",49,475,31356,46.073,-35.03083,139.30945,"Australia/Adelaide"
40633,"Jervois","",5259,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",20,301,28392,59.763,-35.26569,139.39175,"Australia/Adelaide"
41626,"Woods Point","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",21,170,25428,25.157,-35.22040,139.37626,"Australia/Adelaide"
40676,"Kepa","",5259,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",47,63,37024,86.747,-35.15380,139.42773,"Australia/Adelaide"
40981,"Murray Bridge North","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",39,140,26988,22.884,-35.07656,139.26605,"Australia/Adelaide"
40889,"Mobilong","Murray Bridge",5253,"SA","South Australia","Urban locality","Murray Bridge (Rural City)","Rest of SA",2,3,11648,3.600,-35.10201,139.27774,"Australia/Adelaide"
41249,"Riverglen","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",2,22,36400,5.015,-35.16866,139.30807,"Australia/Adelaide"
41400,"Swanport","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",14,155,36036,2.731,-35.15489,139.30285,"Australia/Adelaide"
40902,"Monteith","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",45,133,33176,19.753,-35.16921,139.34629,"Australia/Adelaide"
41394,"Sunnyside","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",2,98,36244,4.149,-35.05255,139.36052,"Australia/Adelaide"
40162,"Brinkley","",5253,"SA","South Australia","Rural locality","Murray Bridge (Rural City)","Rest of SA",16,88,29120,180.383,-35.23034,139.24969,"Australia/Adelaide"
40292,"Conmurra","",5272,"SA","South Australia","Rural locality","Naracoorte and Lucindale (District Council)","Rest of SA",50,46,54756,301.361,-37.11930,140.18910,"Australia/Adelaide"
40784,"Lucindale","",5272,"SA","South Australia","Rural locality","Naracoorte and Lucindale (District Council)","Rest of SA",45,555,35568,572.556,-37.02273,140.40139,"Australia/Adelaide"
41002,"Naracoorte","",5271,"SA","South Australia","Rural locality","Naracoorte and Lucindale (District Council)","Rest of SA",63,5960,33436,114.192,-36.94565,140.75139,"Australia/Adelaide"
